name,location,currency,price,participants,organizer,period,invite,tags,logo_link,item_id,start_date,end_date
AtlasHacks II,Online,$,25300,316,AtlasHacks,"Jul 02 - 05, 2021",False,"['Beginner Friendly', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/491/568/datas/medium_square.png,item-04700,2021-07-02,2021-07-05
YRHacks,Online,$,2310,95,York Region District School Board,"Apr 23 - 24, 2021",True,"['Beginner Friendly', 'Design', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/470/728/datas/medium_square.png,item-04701,2021-04-23,2021-04-24
In Code We Trust - Responsible Innovation for a Flourishing Society,Online,€,25000,133,Bavarian Center-Transatlantic Relations,"Apr 23 - Jun 29, 2021",False,"['Social Good', 'Cybersecurity', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/489/136/datas/medium_square.jpg,item-04702,2021-04-23,2021-06-29
FEMTech Bootcamp,Online,$,950,44,FEMTech Berkeley,"Apr 24, 2021",False,"['Beginner Friendly', 'Mobile', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/489/003/datas/medium_square.png,item-04703,2021-04-24,2021-05-01
VenusHacks,Online,$,12960,200,WICS & Hack at UCI,"Apr 24 - 25, 2021",True,"['Beginner Friendly', 'Design', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/471/803/datas/medium_square.png,item-04704,2021-04-24,2021-04-25
hths.hacks() 2021,Online,$,5130,76,High Technology High School,"May 15 - 16, 2021",False,"['Gaming', 'Health', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/484/333/datas/medium_square.png,item-04705,2021-05-15,2021-05-16
HackUPC 2021,Online,$,0,297,Hackers@UPC,"May 14 - 16, 2021",False,"['Beginner Friendly', 'Education', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/489/534/datas/medium_square.png,item-04706,2021-05-14,2021-05-16
hack4cause2.0,Online,₹,9000,134,IEEE SBM,"Apr 30 - May 01, 2021",False,"['Beginner Friendly', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/495/600/datas/medium_square.png,item-04707,2021-04-30,2021-05-01
RU Hacks 2021: Digital,Online,$CAD,63228,568,RU Hacks,"Apr 30 - May 02, 2021",True,"['Education', 'Open Ended', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/489/339/datas/medium_square.png,item-04708,2021-04-30,2021-05-02
MAC Hack Sprint 2021,Online,$,2250,149,Monash Association of Coding,"Jul 12 - 15, 2021",True,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/483/550/datas/medium_square.png,item-04709,2021-07-12,2021-07-15
WesHack,Online,$,1320,43,WesHack,"Apr 23 - 27, 2021",True,"['Beginner Friendly', 'Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/481/723/datas/medium_square.png,item-04710,2021-04-23,2021-04-27
WECE Hacks,Online,$,600,30,WECE,"May 01, 2021",False,"['Beginner Friendly', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/483/726/datas/medium_square.png,item-04711,2021-05-01,2021-05-08
Athena Hack 2021,"London, United Kingdom",£,10000,229,Showcode,"Apr 16 - 18, 2021",False,"['Beginner Friendly', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/483/146/datas/medium_square.png,item-04712,2021-04-16,2021-04-18
UnHackathon,Online,$CAD,100,24,KnowledgeFlow Cybersafety Foundation,"May 06 - 20, 2021",False,"['Beginner Friendly', 'Cybersecurity', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/463/225/datas/medium_square.jpg,item-04713,2021-05-06,2021-05-20
HackRU Spring 2021,Online,$,7285,94,HackRU,"Apr 17 - 18, 2021",False,"['Beginner Friendly', 'Gaming']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/545/datas/medium_square.jpg,item-04714,2021-04-17,2021-04-18
Blockhack 2021,Online,$,4500,145,Bitcoin Bay,"May 03 - 07, 2021",False,"['Beginner Friendly', 'Blockchain', 'Fintech']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/489/819/datas/medium_square.png,item-04715,2021-05-03,2021-05-07
PatriotHacks 2021,Online,$,2300,70,PatriotHacks,"Apr 16 - 18, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/482/993/datas/medium_square.png,item-04716,2021-04-16,2021-04-18
BeachHacks,Online,$,33942,221,BeachHacks,"Apr 17 - 18, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/474/125/datas/medium_square.png,item-04717,2021-04-17,2021-04-18
DragonHacks 2021,Online,$,5650,121,Drexel IEEE,"Apr 17 - 18, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/482/517/datas/medium_square.png,item-04718,2021-04-17,2021-04-18
HackDartmouth VIrtual,Online,$,9008,220,HackDartmouth,"Apr 16 - 18, 2021",True,"['Beginner Friendly', 'Design', 'Mobile']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/482/080/datas/medium_square.png,item-04719,2021-04-16,2021-04-18
Hacktech 2021,Online,$,14620,118,Caltech,"Apr 17 - 18, 2021",False,"['Beginner Friendly', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/481/703/datas/medium_square.png,item-04720,2021-04-17,2021-04-18
Leonhard Euler Idea Contest,Online,$,10000,293,Neo4j,"Apr 27 - Jun 07, 2021",False,"['Mobile', 'Open Ended', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/496/747/datas/medium_square.jpg,item-04721,2021-04-27,2021-06-07
Templates for Whiteboards for Jira/Confluence Competition,Online,$,3500,175,Spartez Software,"Apr 14 - Jun 03, 2021",False,"['Productivity', 'Lifehacks', 'Communication']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/295/955/datas/medium_square.png,item-04722,2021-04-14,2021-06-03
AbracadabraHacks,Online,$,0,253,Major League Hacking,"May 07 - 09, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/496/879/datas/medium_square.png,item-04723,2021-05-07,2021-05-09
Comet Hack,Online,$,100,55,comet hack,"Apr 23 - 25, 2021",False,"['Beginner Friendly', 'COVID-19', 'Design']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/482/394/datas/medium_square.png,item-04724,2021-04-23,2021-04-25
IIA Technology Hackathon Challenge,Online,$,0,73,Invest in Africa,"Apr 23 - 27, 2021",True,"['Machine Learning/AI', 'Open Ended', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/471/957/datas/medium_square.jpg,item-04725,2021-04-23,2021-04-27
Leadership Society Enterprise Hackathon,Online,£,538,21,Newcastle University Leadership Society,"Apr 16 - 18, 2021",True,"['Beginner Friendly', 'Enterprise', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/460/682/datas/medium_square.png,item-04726,2021-04-16,2021-04-18
JAMHacks V,Online,$CAD,19614,246,JAMHacks,"May 22 - 23, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/446/208/datas/medium_square.png,item-04727,2021-05-22,2021-05-23
Hack At Home II,Online,$,0,255,Major League Hacking,"Apr 30 - May 02, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/482/028/datas/medium_square.png,item-04728,2021-04-30,2021-05-02
AI for Healthcare Hackathon,Online,€,0,301,Stratiteq,"Apr 21 - May 12, 2021",False,"['COVID-19', 'Health', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/473/720/datas/medium_square.png,item-04729,2021-04-21,2021-05-12
REVIVE,Online,$,0,36,Wellesley in Product,"Apr 24 - 25, 2021",False,"['Beginner Friendly', 'Design']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/474/219/datas/medium_square.png,item-04730,2021-04-24,2021-04-25
Bath Hack 2021,Online,£,0,63,Bath Computer Science Society,"Apr 10 - 11, 2021",True,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/253/datas/medium_square.png,item-04731,2021-04-10,2021-04-11
HackIllinois 2021,Online,$,5350,177,HackIllinois,"Apr 10 - 11, 2021",False,"['Beginner Friendly', 'Open Ended']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04732,2021-04-10,2021-04-11
LyonHacks,Online,$,100,46,William Lyon Mackenzie C.I.,"Apr 13 - 15, 2021",True,"['Beginner Friendly', 'COVID-19', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/103/datas/medium_square.png,item-04733,2021-04-13,2021-04-15
HackKU 2021,Online,$,6820,274,ACM at KU,"Apr 09 - 11, 2021",False,['Health'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/364/datas/medium_square.png,item-04734,2021-04-09,2021-04-11
MLH Fellowship Explorer: Retrospective Week - Batch 2,Online,$,100,51,MLH,"Apr 12 - 16, 2021",True,['Open Ended'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/481/773/datas/medium_square.jpg,item-04735,2021-04-12,2021-04-16
WHS GWC x Robotics Hackathon,Online,$,0,34,Washington High School,"Apr 17, 2021",False,"['COVID-19', 'Social Good', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/468/125/datas/medium_square.png,item-04736,2021-04-17,2021-04-24
TrojanHacks Spring 2021,Online,$,280,22,USC ACM,"Apr 10 - 11, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/569/datas/medium_square.png,item-04737,2021-04-10,2021-04-11
HackMed 2021,Online,$,523,82,Other,"Apr 24 - 25, 2021",False,"['Machine Learning/AI', 'Health', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/389/595/datas/medium_square.png,item-04738,2021-04-24,2021-04-25
PickHacks 2021,Online,$,18260,190,Missouri S&T,"Apr 09 - 11, 2021",False,"['Gaming', 'Music/Art', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/460/687/datas/medium_square.png,item-04739,2021-04-09,2021-04-11
Bitcamp 2021,Online,$,6020,212,Bitcamp,"Apr 09 - 11, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/471/816/datas/medium_square.png,item-04740,2021-04-09,2021-04-11
(DEMO Hack),Online,₹,0,3,IEEE SBM,"Apr 08, 2021",True,"['Beginner Friendly', 'Open Ended', 'Social Good']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04741,2021-04-08,2021-04-15
Delta 2021,Online,₹,0,48,Cognizance,"Apr 10 - 11, 2021",True,"['Machine Learning/AI', 'Mobile', 'Web']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04742,2021-04-10,2021-04-11
Women/Hacks 3.0,Online,$,4196,71,Women/Hacks UCSB,"Apr 08 - 11, 2021",False,"['Productivity', 'Social Good', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/402/263/datas/medium_square.png,item-04743,2021-04-08,2021-04-11
Hack You,Online,₹,0,111,Merge Intern,"Apr 10 - 11, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/393/datas/medium_square.png,item-04744,2021-04-10,2021-04-11
UWB Hacks From Home,Online,$,2000,66,UWB ACM,"Apr 09 - 11, 2021",False,"['Lifehacks', 'Social Good', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/411/456/datas/medium_square.png,item-04745,2021-04-09,2021-04-11
Rehack,Online,$,2800,33,Princeton University,"Apr 09 - 10, 2021",False,"['Social Good', 'Design', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/464/237/datas/medium_square.png,item-04746,2021-04-09,2021-04-10
HackTJ 8.0,Online,$,4278,246,HackTJ,"Apr 10 - 11, 2021",True,['Open Ended'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/470/412/datas/medium_square.png,item-04747,2021-04-10,2021-04-11
OhloneHacks 2.0,Online,$,2200,69,Ohlone College,"May 01 - 02, 2021",False,"['Beginner Friendly', 'Education', 'Cybersecurity']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/470/978/datas/medium_square.png,item-04748,2021-05-01,2021-05-02
AuburnHacks,Online,$,15160,137,Auburn University ACM,"Apr 10 - 11, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/182/datas/medium_square.png,item-04749,2021-04-10,2021-04-11
The Worthy Web App Challenge,Online,$,40000,1146,Progress,"Apr 07 - May 24, 2021",False,"['Social Good', 'Design', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/526/datas/medium_square.png,item-04750,2021-04-07,2021-05-24
WolfHacks21,Online,$CAD,35999,296,SciTech Academic Development Committee,"Apr 11 - 15, 2021",True,"['Design', 'Health', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/840/datas/medium_square.png,item-04751,2021-04-11,2021-04-15
Citrus Hack 2021: Create Your Zen,Online,$,56636,241,Citrus Hack,"Apr 09 - 11, 2021",False,"['Cybersecurity', 'Social Good', 'Health']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/456/518/datas/medium_square.png,item-04752,2021-04-09,2021-04-11
Chronicle,Online,$,950,71,Google Developer Student Club @Melbourne,"Apr 08 - 10, 2021",False,"['Beginner Friendly', 'Enterprise', 'Lifehacks']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/997/datas/medium_square.png,item-04753,2021-04-08,2021-04-10
Hack Brooklyn 2021,Online,$,2610,65,Brooklyn College CS and WiCS,"Apr 25, 2021",True,"['Education', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/490/204/datas/medium_square.png,item-04754,2021-04-25,2021-05-02
hello:world,Online,$,18500,150,Cal Hacks,"Apr 16 - 18, 2021",False,"['Beginner Friendly', 'Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/955/datas/medium_square.png,item-04755,2021-04-16,2021-04-18
Microsoft U.S. Azure IoT Hack for Sustainability,Online,$,10000,325,Microsoft,"Apr 20 - May 24, 2021",False,"['IoT', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/575/datas/medium_square.png,item-04756,2021-04-20,2021-05-24
Appathon@HCC - Spring 2021,Online,$,500,54,Houston Community College,"Apr 24, 2021",False,"['Education', 'Social Good', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/543/datas/medium_square.png,item-04757,2021-04-24,2021-05-01
ValleyHacks 2021,Online,$,175,10,Irvine Valley College,"Apr 10 - 11, 2021",False,['Open Ended'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/468/564/datas/medium_square.png,item-04758,2021-04-10,2021-04-11
FinHack,Online,$,0,168,Major League Hacking,"Apr 16 - 18, 2021",False,"['Beginner Friendly', 'Fintech', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/407/datas/medium_square.png,item-04759,2021-04-16,2021-04-18
10piHacks,Online,$,14658,117,Intel Galilieo,"May 29 - 30, 2021",False,"['Design', 'Education', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/813/datas/medium_square.png,item-04760,2021-05-29,2021-05-30
Freetail Hackers' Learnathon,Online,$,0,34,Freetail Hackers,"Apr 04, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/457/478/datas/medium_square.png,item-04761,2021-04-04,2021-04-11
DataDev Hackathon 2021,Online,$,9000,448,Tableau,"Apr 05 - Jun 01, 2021",False,"['Productivity', 'Enterprise']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/429/950/datas/medium_square.png,item-04762,2021-04-05,2021-06-01
hackTAMS Spring 2021,Online,$,460,22,hackTAMS,"Apr 09 - 11, 2021",False,"['Education', 'Design', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/459/124/datas/medium_square.png,item-04763,2021-04-09,2021-04-11
HackDuke: Ideate 2021,Online,$,2800,46,HackDuke,"Apr 10 - 11, 2021",False,"['Beginner Friendly', 'Design', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/463/171/datas/medium_square.png,item-04764,2021-04-10,2021-04-11
Apps for Environment,Online,$,0,6,HackNV,"Apr 02 - 03, 2021",False,"['Education', 'Social Good', 'Web']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04765,2021-04-02,2021-04-03
MataHacks 2021,Online,$,5425,35,MataHacks,"Apr 02 - 04, 2021",True,"['AR/VR', 'Cybersecurity', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/463/261/datas/medium_square.png,item-04766,2021-04-02,2021-04-04
Sonoma Hacks,Online,$,1300,77,Sonoma Hacks,"Apr 17 - 18, 2021",False,"['Open Ended', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/463/285/datas/medium_square.png,item-04767,2021-04-17,2021-04-18
Cisco @ SLO Hacks,Online,$,1800,45,Cisco,"Apr 16 - 19, 2021",False,"['Cybersecurity', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/469/776/datas/medium_square.png,item-04768,2021-04-16,2021-04-19
HackQE,Online,$,615,86,HackQE,"May 01 - 02, 2021",False,"['AR/VR', 'Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/462/327/datas/medium_square.png,item-04769,2021-05-01,2021-05-02
The Game of Learners Season II,Online,$,0,50,Microsoft Africa Development Center,"Apr 02 - 06, 2021",True,['Education'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/446/332/datas/medium_square.png,item-04770,2021-04-02,2021-04-06
RamHacks 2021,Online,$,9000,104,VIrginia Commonwealth University,"Sep 25 - 26, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/460/301/datas/medium_square.png,item-04771,2021-09-25,2021-09-26
Girls Code Canada,Online,$,140194,18,Northern DeHacks,"May 28 - 30, 2021",False,"['Communication', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/056/datas/medium_square.png,item-04772,2021-05-28,2021-05-30
Global Youth Hacks,Online,$,980,34,GYH,"Apr 09 - 11, 2021",False,"['Communication', 'COVID-19', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/460/372/datas/medium_square.gif,item-04773,2021-04-09,2021-04-11
HackDTU,Online,₹,30000,552,IOSD-DTU,"May 01 - 02, 2021",False,"['Beginner Friendly', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/456/661/datas/medium_square.jpeg,item-04774,2021-05-01,2021-05-02
Lighthouse Hacks,Online,$,26835,171,Lighthouse Hacks,"Apr 24 - 25, 2021",False,['Education'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/401/020/datas/medium_square.png,item-04775,2021-04-24,2021-04-25
Bay Area Hacks 2021,"San Francisco, CA, USA",$,0,2,Ladislao,"Mar 28, 2021",True,"['Enterprise', 'Open Ended', 'Productivity']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-04776,2021-03-28,2021-04-04
Hack3 (2021),Online,$,70000,319,Hack3,"Jun 26 - 27, 2021",False,"['COVID-19', 'Social Good', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/428/015/datas/medium_square.png,item-04777,2021-06-26,2021-06-27
Hackiethon 2021,Online,$,970,243,HackMelbourne,"Mar 31 - Apr 04, 2021",False,"['Productivity', 'Beginner Friendly', 'COVID-19']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/412/652/datas/medium_square.png,item-04778,2021-03-31,2021-04-04
Hack Your Learning - Hackathon 2021,Online,$CAD,800,64,Hack Your Learning,"Mar 27 - 28, 2021",False,"['Education', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/430/208/datas/medium_square.PNG,item-04779,2021-03-27,2021-03-28
Hack Your Learning - Hackathon 2021,Online,$CAD,800,64,Hack Your Learning,"Mar 27 - 28, 2021",False,"['Education', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/430/208/datas/medium_square.PNG,item-04780,2021-03-27,2021-03-28
Hacknarök 5,Online,PLN,5000,79,EESTEC AGH Kraków,"Mar 27 - 28, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/431/520/datas/medium_square.png,item-04781,2021-03-27,2021-03-28
Rutgers IEEE - The Last Codebender,Online,$,0,50,Rutgers IEEE,"Mar 27 - 28, 2021",False,"['Productivity', 'Social Good', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/175/datas/medium_square.png,item-04782,2021-03-27,2021-03-28
SharkHack 2021,Online,$,3300,19,Simmons University,"Mar 26 - 28, 2021",True,"['Design', 'Gaming', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/446/727/datas/medium_square.png,item-04783,2021-03-26,2021-03-28
SurpriseHacks,Online,$,0,180,Major League Hacking,"Apr 02 - 04, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/446/529/datas/medium_square.jpg,item-04784,2021-04-02,2021-04-04
2021 BCS Hackathon,Online,$CAD,2350,51,Axiom Zen,"Apr 10 - 11, 2021",True,['Communication'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/530/datas/medium_square.png,item-04785,2021-04-10,2021-04-11
IC Hello World,Online,£,6690,134,DoCSoc,"Mar 27 - 28, 2021",False,"['COVID-19', 'IoT', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/439/526/datas/medium_square.png,item-04786,2021-03-27,2021-03-28
MarinaHacks,Online,$,2160,58,CSULB Women in Computing,"Mar 27, 2021",False,"['Beginner Friendly', 'Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/238/datas/medium_square.png,item-04787,2021-03-27,2021-04-03
UTD HackAI '21,Online,$,1150,69,UTD AIS,"Mar 24 - 28, 2021",False,"['Machine Learning/AI', 'Beginner Friendly', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/919/datas/medium_square.png,item-04788,2021-03-24,2021-03-28
Wilhacks 2.0,Online,$,1560,75,Wilcox High School's Programming Club,"Apr 09 - 10, 2021",False,"['Design', 'Low/No Code', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/414/datas/medium_square.png,item-04789,2021-04-09,2021-04-10
Hack From The Past,Online,$,0,140,Major League Hacking,"Apr 09 - 11, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/444/973/datas/medium_square.png,item-04790,2021-04-09,2021-04-11
SF Global Progcomp,Online,$,1000,4,Mission San Jose Elementary,"Mar 22, 2021",False,"['Blockchain', 'Cybersecurity', 'Productivity']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/444/726/datas/medium_square.png,item-04791,2021-03-22,2021-03-29
RowdyHacks 2021,Online,$,19492,268,ACM - UTSA,"Mar 26 - 28, 2021",False,"['Cybersecurity', 'Social Good', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/445/698/datas/medium_square.png,item-04792,2021-03-26,2021-03-28
Hack-ccessible,Online,$,0,239,Major League Hacking,"Apr 23 - 25, 2021",False,"['Beginner Friendly', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/459/497/datas/medium_square.png,item-04793,2021-04-23,2021-04-25
MLH Fellowship Explorer: Sprint 2 - Batch 2,Online,$,200,72,MLH,"Mar 22 - Apr 09, 2021",False,"['Beginner Friendly', 'Machine Learning/AI', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/444/380/datas/medium_square.jpg,item-04794,2021-03-22,2021-04-09
LA Hacks 2021,Online,$,41550,481,LA Hacks,"Mar 21 - 28, 2021",False,"['Beginner Friendly', 'COVID-19', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/436/296/datas/medium_square.png,item-04795,2021-03-21,2021-03-28
Catalyst 2021: A UI/UX Designathon,Online,$,7008,107,FORGE Design Studios,"Mar 26 - 28, 2021",False,"['Beginner Friendly', 'Design', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/439/530/datas/medium_square.png,item-04796,2021-03-26,2021-03-28
GenHacks IV,Online,$,7000,11,Mission Vista High School,"Mar 20 - 21, 2021",False,"['COVID-19', 'IoT', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/437/973/datas/medium_square.png,item-04797,2021-03-20,2021-03-21
Merge 2021,Online,$CAD,54085,218,Hack+Policy Foundation,"Mar 26 - 28, 2021",False,"['Machine Learning/AI', 'Social Good', 'COVID-19']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/420/424/datas/medium_square.png,item-04798,2021-03-26,2021-03-28
HACKoonaMatata,Online,₹,9500,151,Beta Labs,"Mar 26 - 28, 2021",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/434/604/datas/medium_square.png,item-04799,2021-03-26,2021-03-28
CalvinHacks Hackathon 2021,Online,$,370,36,CalvinHacks,"Mar 26 - 27, 2021",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/435/846/datas/medium_square.JPG,item-04800,2021-03-26,2021-03-27
Los Altos Hacks V,Online,$,7210,411,Los Altos Hacks,"Apr 24 - 25, 2021",False,"['Design', 'Education', 'AR/VR']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/935/599/datas/medium_square.png,item-04801,2021-04-24,2021-04-25
